Vert_Group,Genus,Species,Common_name,Latitude,Longitude,Elevation,Year_final,Breeding_Cycle,Moult,Life_Stage,CaptureMethod,SampleMethod,MaxLatency_A,MaxLate_Cort,LateStressCort,MajorStressPop,Male_A_Mean,fem_A_Mean,Male_BC_Mean,fem_BC_Mean,Male_SC_Mean,fem_SC_Mean,Ref_ID
Bird,Junco,hyemalis,Dark-eyed junco,32.4,-117.1,30,2007,Breeding,,,Trap,Active,,3,30,,,,,8.12,,21.35,6
Bird,Phylloscopus,trochilus,Willow warbler,57.7,11.9667,14,,Breeding,,,Trap,Passive,,2,60,,,,18.5755,8.18,100.7,46.52,301
Bird,Passer,domesticus,House sparrow,40.467,-74.65,30,2008,Breeding,,Prebreeding,Trap,Active,,3,30,,,,10.1,8.8,,,101
Bird,Ptilotula,penicillatus,White-plumed honeyeater,-31,142,247,2012,,,,Trap,Passive,,4,60,,,,9.4857,9.3132,41.0286,45.6345,409
Bird,Passer,domesticus,House sparrow,33.429,-111.943,400,2000,Breeding,,,Trap,Active,,4,30,,,,6.53,9.6,36.06,39.5,70
Bird,Calcarius,lapponicus,Lapland longspur,55,-132,220,1990,Nonbreeding,,Migration,Trap,Active,,1,30,,,,15.15,9.78,28.63,38.36,64
Bird,Zonotrichia,leucophrys,White-crowned sparrow,36.469,-121.91,430,2005,Breeding,,Incubation,Trap,Active,,3,30,,,,4.1,10,,,51
Bird,Parkesia,noveboracensis,Northern waterthrush,29.823,-93.238,0,2014,Nonbreeding,,Migration,Trap,Passive,10,10,,,,,18.1,10.1,,,405
Bird,Zonotrichia,leucophrys,White-crowned sparrow,37.783,-122.417,16,2005,Breeding,,Incubation,Trap,Active,,3,30,,,,19.1,10.3,,,51
Bird,Junco,hyemalis,Dark-eyed junco,32.52,-116.25,1700,2007,Breeding,,,Trap,Active,,3,30,,,,,10.52,,29.3,6
Bird,Zonotrichia,leucophrys,White-crowned sparrow,47.61,-122.333,75,2006,Breeding,,Incubation,Trap,Active,,3,,,,,,10.6,,,11
Bird,Zonotrichia,leucophrys,White-crowned sparrow,47.61,-122.333,132,2005,Breeding,,Incubation,Trap,Active,,3,30,,,,15.8,11.2,,,51
Bird,Melospiza,melodia,Song sparrow,48.429,-123.366,23,,Breeding,,Young care,Trap,Active,,3,,,,,18.32,12.95,,,52
Bird,Ptilotula,penicillatus,White-plumed honeyeater,-31,142,247,2012,,,,Trap,Passive,,4,60,,,,14.0571,13.1548,49.6,46.5657,409
Bird,Zonotrichia,leucophrys,White-crowned sparrow,47.61,-122.333,75,2005,Breeding,,Incubation,Trap,Active,,3,,,,,,13.42,,,11
Bird,Melospiza,melodia,Song sparrow,48.429,-123.366,23,,Breeding,,Young care,Trap,Active,,3,,,,,13.19,13.42,,,52
Bird,Zonotrichia,leucophrys,White-crowned sparrow,47.61,-122.333,75,2006,Breeding,,Incubation,Trap,Active,,3,,,,,,13.8,,,11
Bird,Zonotrichia,leucophrys,White-crowned sparrow,36.6,-121.9,8,2005,Breeding,,Incubation,Trap,Active,,3,30,,,,24.9,14.1,,,51
Bird,Ptilotula,penicillatus,White-plumed honeyeater,-31,142,247,2012,,,,Trap,Passive,,4,60,,,,11.0857,14.6682,49.4857,48.8941,409
Bird,Zonotrichia,leucophrys,White-crowned sparrow,47.61,-122.333,132,2005,Breeding,,Incubation,Trap,Active,,3,30,,,,15.023,14.691,,,51
Bird,Catharus,ustulatus,Swainson's thrush,29.823,-93.238,0,2014,Nonbreeding,,Migration,Trap,Passive,10,10,,,,,9.4,15.8,,,405
Bird,Zonotrichia,leucophrys,White-crowned sparrow,38.067,-122.883,430,2005,Breeding,,Incubation,Trap,Active,,3,30,,,,14.4,17.2,,,51
Bird,Empidonax,oberholseri,Dusky flycatcher,37.911,-119.258,2857,1993,Breeding,,"Incubation, Young care",Trap,Active,,,60,,,,13.548,20.326,40.645,39.512,291
Bird,Zonotrichia,leucophrys,White-crowned sparrow,46.9027,-124.1279,10,2005,Breeding,,Incubation,Trap,Active,,3,30,,,,9.8,21,,,51
Bird,Calidris,mauri,Western sandpiper,64.4333,-164.9333,0,1993,Breeding,,Incubation,Trap,Active,,4,30,,,,29.203,22.191,69.707,98.25,285
Bird,Empidonax,oberholseri,Dusky flycatcher,37.911,-119.258,2857,1993,Breeding,,Prebreeding,Trap,Active,,,60,,,,28.226,23.77,112.903,82.989,291
Bird,Empidonax,oberholseri,Dusky flycatcher,37.911,-119.258,2857,1993,Breeding,,Young care,Trap,Active,,3,,,,,29.969,26.592,,,291
Bird,Empidonax,oberholseri,Dusky flycatcher,37.911,-119.258,2857,1993,Breeding,,Incubation,Trap,Active,,3,,,,,27.952,27.096,,,291
Bird,Turdus,merula,European blackbird,51.3397,12.3731,115,2013,"Breeding, Nonbreeding",,,Trap,Passive,,10,,Urban,,,29.7353,28.9977,,,425
Bird,Calidris,mauri,Western sandpiper,64.4333,-164.9333,0,1993,Nonbreeding,,Pre-migration,Trap,Active,,4,60,,,,24.121,29.538,90.58,101.17,285
Bird,Empidonax,oberholseri,Dusky flycatcher,37.911,-119.258,2857,1993,Breeding,,Postbreeding,Trap,Active,,3,,,,,25.3,31.129,,,291
Bird,Calidris,mauri,Western sandpiper,64.4333,-164.9333,0,1993,Breeding,,Prebreeding,Trap,Active,,4,30,,,,26.022,32.233,66.92,82.718,285
Bird,Empidonax,oberholseri,Dusky flycatcher,37.911,-119.258,2857,1993,Breeding,,Laying,Trap,Active,,3,,,,,8.283,51.8,,,291
Bird,Empidonax,oberholseri,Dusky flycatcher,37.911,-119.258,2857,1993,Breeding,,Prebreeding,Trap,Active,,3,,,,,82.322,67.5,,,291
Bird,Passer,domesticus,House sparrow,46.147,-0.425,54,2006,Breeding,,Young care,Trap,Active,,,30,,,,5.578,,31.732,,56
Bird,Melospiza,melodia,Song sparrow,48.429,-123.366,20,2002,Breeding,,Young care,Trap,Active,,3,30,,,,6.76,,70.08,,75
Bird,Melospiza,melodia,Song sparrow,48.429,-123.366,20,2002,Breeding,,Young care,Trap,Active,,3,30,,,,13.11,,90.59,,75
Bird,Melospiza,melodia,Song sparrow,48.429,-123.366,20,2002,Breeding,,Young care,Trap,Active,,3,30,,,,11.83,,95.18,,75
Bird,Melospiza,melodia,Song sparrow,48.429,-123.366,20,2002,Breeding,,Young care,Trap,Active,,3,30,,,,14.07,,117.13,,75
Bird,Acrocephalus,scirpaceus,Reed warbler,47.7814,16.7518,115,1990,Breeding,,Young care,Trap,Passive,,,,,0.5,,,,,,103
Bird,Acrocephalus,scirpaceus,Reed warbler,47.7814,16.7518,115,1990,Breeding,,Prebreeding,Trap,Passive,,,,,1.1,,,,,,103
Bird,Acrocephalus,sechellensis,Seychelles warbler,-4.3315,55.6617,0,2002,Breeding,,Prebreeding,Trap,Attractant,11,,,,0.16,,,,,,106
Bird,Acrocephalus,sechellensis,Seychelles warbler,-4.3315,55.6617,0,2002,Nonbreeding,,Incubation,Trap,Attractant,11,,,,0.23,,,,,,106
Bird,Acrocephalus,sechellensis,Seychelles warbler,-4.3315,55.6617,0,2002,Breeding,,Incubation,Trap,Attractant,11,,,,0.34,,,,,,106
Bird,Acrocephalus,sechellensis,Seychelles warbler,-4.3315,55.6617,0,2002,Breeding,,Prebreeding,Trap,Attractant,11,,,,1.35,,,,,,106
Bird,Actitis,macularius,Spotted sandpiper,47.1117,-94.3716,396,1985,Breeding,,Laying,Trap,Passive,10,,,,0.15,,,,,,107
Bird,Malurus,cyaneus,Superb fairy-wren,-35.269,149.097,690,1998,Nonbreeding,,,Trap,,,,,,0.11,,,,,,112
Bird,Malurus,cyaneus,Superb fairy-wren,-35.269,149.097,690,1998,Nonbreeding,Y,,Trap,,,,,,0.36,,,,,,112
Bird,Malurus,cyaneus,Superb fairy-wren,-35.269,149.097,690,1998,Breeding,,,Trap,,,,,,0.84,,,,,,112
Bird,Malurus,cyaneus,Superb fairy-wren,-35.269,149.097,690,1998,Nonbreeding,,Postbreeding,Trap,,85,,,,0.11,,,,,,113
Bird,Malurus,cyaneus,Superb fairy-wren,-35.269,149.097,690,1998,Breeding,,Prebreeding,Trap,,85,,,,0.3,,,,,,113
Bird,Malurus,cyaneus,Superb fairy-wren,-35.269,149.097,690,1997,Breeding,,,Trap,,85,,,,0.45,,,,,,113
Bird,Pachycephala,rufiventris,Rufous whistler,-33.328,148.1664,270,1997,Breeding,,Incubation,Trap,Active,,,,,0.1362,,,,,,119
Bird,Pachycephala,rufiventris,Rufous whistler,-33.328,148.1664,270,1997,Breeding,,Prebreeding,Trap,Active,,,,,1.6907,,,,,,119
Bird,Sturnus,vulgaris,Starling,52.4061,-0.2412,20,1980,Nonbreeding,,,Trap,Active,1,,,,0.0404,,,,,,140
Bird,Sturnus,vulgaris,Starling,52.4061,-0.2412,20,1980,Nonbreeding,,,Trap,Active,1,,,,0.0422,,,,,,140
Bird,Sturnus,vulgaris,Starling,52.4061,-0.2412,20,1980,Nonbreeding,,,Trap,Active,1,,,,0.0455,,,,,,140
Bird,Sturnus,vulgaris,Starling,52.4061,-0.2412,20,1980,Nonbreeding,,,Trap,Active,1,,,,0.0682,,,,,,140
Bird,Sturnus,vulgaris,Starling,52.4061,-0.2412,20,1980,Nonbreeding,,,Trap,Active,1,,,,0.1912,,,,,,140
Bird,Sturnus,vulgaris,Starling,52.4061,-0.2412,20,1980,Nonbreeding,,,Trap,Active,1,,,,0.2208,,,,,,140
Bird,Sturnus,vulgaris,Starling,52.4061,-0.2412,20,1980,Nonbreeding,,,Trap,Active,1,,,,0.2345,,,,,,140
Bird,Sturnus,vulgaris,Starling,52.4061,-0.2412,20,1981,Nonbreeding,,,Trap,Active,1,,,,0.2351,,,,,,140
Bird,Sturnus,vulgaris,Starling,52.4061,-0.2412,20,1980,Nonbreeding,,,Trap,Active,1,,,,0.3179,,,,,,140
Bird,Sturnus,vulgaris,Starling,52.4061,-0.2412,20,1980,Nonbreeding,,,Trap,Active,1,,,,0.4156,,,,,,140
Bird,Sturnus,vulgaris,Starling,52.4061,-0.2412,20,1980,Breeding,,"Laying, Incubation, Young care",Trap,Active,1,,,,0.5019,,,,,,140
Bird,Sturnus,vulgaris,Starling,52.4061,-0.2412,20,1980,Nonbreeding,,,Trap,Active,1,,,,0.5735,,,,,,140
Bird,Sturnus,vulgaris,Starling,52.4061,-0.2412,20,1980,Breeding,,"Prebreeding, Laying, Incubation",Trap,Active,1,,,,2.3145,,,,,,140
Bird,Amphispiza,bilineata,Black-throated sparrow,32.26,-112.93,601,,Breeding,,Prebreeding,Trap,,,,,,0.2,,,,,,149
Bird,Amphispiza,bilineata,Black-throated sparrow,32.26,-112.93,601,,Breeding,,,Trap,,,,,,0.31,,,,,,149
Bird,Amphispiza,bilineata,Black-throated sparrow,32.26,-112.93,601,,Nonbreeding,,Postbreeding,Trap,,,,,,0.31,,,,,,149
Bird,Amphispiza,bilineata,Black-throated sparrow,32.26,-112.93,601,,Breeding,,,Trap,,,,,,1.13,,,,,,149
Bird,Campylorhynchus,brunneicapillus,Cactus wren,32.26,-112.93,600,1974,Nonbreeding,,Postbreeding,Trap,,,,,,0.11,,,,,,149
Bird,Campylorhynchus,brunneicapillus,Cactus wren,32.26,-112.93,600,1974,Breeding,,,Trap,,,,,,0.18,,,,,,149
Bird,Campylorhynchus,brunneicapillus,Cactus wren,32.26,-112.93,600,1974,Breeding,,Prebreeding,Trap,,,,,,0.55,,,,,,149
Bird,Campylorhynchus,brunneicapillus,Cactus wren,32.26,-112.93,600,1974,Breeding,,,Trap,,,,,,0.76,,,,,,149
Bird,Peucaea,carpalis,Rufous-winged sparrow,32.18,-111.09,755,2005,Breeding,,Postbreeding,Trap,Attractant,40,,,,1.15,,,,,,152
Bird,Peucaea,carpalis,Rufous-winged sparrow,32.18,-111.09,755,2005,Breeding,,Prebreeding,Trap,Attractant,40,,,,4.93,,,,,,152
Bird,Peucaea,carpalis,Rufous-winged sparrow,32.18,-111.09,755,2005,Breeding,,Prebreeding,Trap,Attractant,40,,,,7.59,,,,,,152
Bird,Lagopus,lagopus,Red grouse,55.66,-2.3,121,2002,Nonbreeding,,,Trap,Attractant,,,,,0.27,,,,,,157
Bird,Lagopus,lagopus,Red grouse,55.66,-2.3,121,2002,Nonbreeding,,,Trap,Attractant,,,,,0.48,,,,,,157
Bird,Lagopus,lagopus,Red grouse,55.66,-2.3,121,2002,Nonbreeding,,,Trap,Attractant,,,,,0.57,,,,,,157
Bird,Lagopus,lagopus,Red grouse,55.66,-2.3,121,2002,Breeding,,,Trap,Attractant,,,,,1.3,,,,,,157
Bird,Lagopus,lagopus,Red grouse,55.66,-2.3,121,2002,Breeding,,,Trap,Attractant,,,,,1.34,,,,,,157
Bird,Ceryle,rudis,Pied kingfisher,-0.9451,34.2,1133,2005,Breeding,,Helper,Trap,,310,,,,0.22,,,,,,158
Bird,Ceryle,rudis,Pied kingfisher,-0.9451,34.2,1133,2005,Breeding,,,Trap,,310,,,,0.55,,,,,,158
Bird,Ceryle,rudis,Pied kingfisher,-0.9451,34.2,1133,2005,Breeding,,Helper,Trap,,310,,,,0.64,,,,,,158
Bird,Strix,aluco,Tawny owl,47.35,19.02,300,2007,Breeding,,Young care,Trap,Passive,,,,,0.37,,,,,,166
Bird,Strix,aluco,Tawny owl,47.35,19.02,300,2007,Breeding,,Young care,Trap,Passive,,,,,0.4,,,,,,166
Bird,Strix,aluco,Tawny owl,47.35,19.02,300,2007,Breeding,,Young care,Trap,Passive,,,,,0.5,,,,,,166
Bird,Strix,aluco,Tawny owl,47.35,19.02,500,2007,Breeding,,Young care,Trap,Passive,,,,,0.83,,,,,,166
Bird,Strix,aluco,Tawny owl,47.35,19.02,500,2007,Breeding,,Young care,Trap,Passive,,,,,1.07,,,,,,166
Bird,Strix,aluco,Tawny owl,47.35,19.02,300,2007,Breeding,,Young care,Trap,Passive,,,,,1.2,,,,,,166
Bird,Zonotrichia,capensis,Rufous-collared sparrow,9.55,-83.67,2613,2004,Nonbreeding,,,Trap,,10,,,,0.1688,,,,,,174
Bird,Zonotrichia,capensis,Rufous-collared sparrow,9.55,-83.67,2613,2007,Nonbreeding,,,Trap,,10,,,,0.3263,,,,,,174
Bird,Zonotrichia,capensis,Rufous-collared sparrow,9.55,-83.67,2613,2007,Breeding,,,Trap,,10,,,,0.4388,,,,,,174
Bird,Zonotrichia,capensis,Rufous-collared sparrow,9.55,-83.67,2613,2006,Nonbreeding,,,Trap,,10,,,,0.5963,,,,,,174
Bird,Zonotrichia,capensis,Rufous-collared sparrow,9.55,-83.67,2613,2004,Breeding,,,Trap,,10,,,,1.654,,,,,,174
Bird,Zonotrichia,capensis,Rufous-collared sparrow,9.55,-83.67,2613,2006,Breeding,,,Trap,,10,,,,3.6793,,,,,,174
Bird,Manacus,vitellinus,Golden-collared manakin,9.12,-79.7,39,2002,Breeding,,Courtship,Trap,Passive,,,,,0.84,,,,,,245
Bird,Manacus,vitellinus,Golden-collared manakin,9.12,-79.7,39,2002,Breeding,,Courtship,Trap,Passive,,,,,0.99,,,,,,245
Bird,Sylvia,borin,Garden warbler,-3.32,37.08,1400,1997,Nonbreeding,,Migration,Trap,Passive,,,,,0.02,,,,,,246
Bird,Sylvia,borin,Garden warbler,9.35,43.8,1362,1998,Nonbreeding,,Migration,Trap,Passive,,,,,0.02,,,,,,246
Bird,Sylvia,borin,Garden warbler,31.088,33.42,0,1998,Nonbreeding,,Migration,Trap,Passive,,,,,0.02,,,,,,246
Bird,Zonotrichia,capensis,Rufous-collared sparrow,-0.35,-78.15,3300,2007,Breeding,,"Prebreeding, Incubation",Trap,Passive,9,,,,3.12,,,,,,249
Bird,Zonotrichia,capensis,Rufous-collared sparrow,-0.35,-78.15,3300,2007,Breeding,,"Prebreeding, Incubation",Trap,Passive,,,,,3.78,,,,,,249
Bird,Sturnus,vulgaris,Starling,52.333,0,30,1980,Nonbreeding,,,Trap,Active,,1,,,,,2.45,,,,261
Bird,Sturnus,vulgaris,Starling,52.333,0,30,1980,Nonbreeding,Y,"Molt, Postbreeding",Trap,Active,,1,,,,,2.72,,,,261
Bird,Calcarius,pictus,Smith's longspur,68.633,-149.633,732,2001,Breeding,,"Courtship, Incubation",Trap,Active,,3,60,,,,,,85,26.37,276
Bird,Calcarius,pictus,Smith's longspur,68.633,-149.633,732,2001,Breeding,,Young care,Trap,Active,,3,60,,,,2.05,,15.22,,276
Bird,Zonotrichia,capensis,Rufous-collared sparrow,-0.3667,-78.15,3300,2002,Breeding,,"Prebreeding, Courtship",Trap,Active,6,6,,,0.716,,40.562,,,,278
Bird,Zonotrichia,capensis,Rufous-collared sparrow,-0.3667,-78.15,3300,2002,Breeding,,"Prebreeding, Courtship",Trap,Active,6,6,,,2.44,,19.213,,,,278
Bird,Zonotrichia,capensis,Rufous-collared sparrow,-0.3667,-78.15,3300,2002,Breeding,,"Prebreeding, Courtship",Trap,Active,6,6,,,4.195,,16.088,,,,278
Bird,Melospiza,melodia,Song sparrow,48.429,-123.366,23,2005,Nonbreeding,,,Trap,Active,,3,30,,,,9.8,,34.823,,282
Bird,Melospiza,melodia,Song sparrow,48.429,-123.366,23,2005,Nonbreeding,,,Trap,Active,,3,30,,,,11.2,,34.022,,282
Bird,Calidris,mauri,Western sandpiper,46.883,-124.03,9,1994,Nonbreeding,,Migration,Trap,Active,,4,30,,,,17.75,,64.136,,285
Bird,Calidris,mauri,Western sandpiper,60.504,-145.858,0,1992,Nonbreeding,,Migration,Trap,Active,,4,30,,,,30.736,,98.375,,285
Bird,Calidris,mauri,Western sandpiper,46.883,-124.03,9,1994,Nonbreeding,,Migration,Trap,Active,,4,30,,,,33.199,,122.074,,285
Bird,Calidris,mauri,Western sandpiper,31.95,-116.75,216,1994,Nonbreeding,,,Trap,Active,,4,30,,,,37.721,,87.27,,285
Bird,Histrionicus,histrionicus,Harlequin duck,47.6833,-123,0,1997,Breeding,,"Incubation, Young care",Trap,Active,,3,30,,,,,,,34.58,292
Bird,Atlapetes,pallidinucha,Pale-naped brush finch,-0.35,-78.15,3300,2002,Breeding,,,Trap,Passive,5,,,,1.6811,,,,,,403
Bird,Catamenia,inornata,Plain coloured seedeater,-0.35,-78.15,3300,2002,Breeding,,,Trap,Passive,5,,,,2.0814,,,,,,403
Bird,Diglossa,humeralis,Black flowerpiercer,-0.35,-78.15,3300,2002,Breeding,,,Trap,Passive,5,,,,0.3464,,,,,,403
Bird,Euplectes,orix,Southern red bishop,-8.665,34.067,1000,2002,Breeding,,,Trap,Passive,5,,,,1.6666,,,,,,403
Bird,Turdus,fuscater,Great thrush,-0.35,-78.15,3300,2002,Breeding,,,Trap,Passive,5,,,,0.915,,,,,,403
Bird,Tyrannus,tyrannus,Eastern kingbird,42.817,-118.9,1279,2009,Breeding,,,Trap,Passive,5,,,,0.0034,,,,,,476
Bird,Tyrannus,tyrannus,Eastern kingbird,42.817,-118.9,1279,2009,Breeding,,,Trap,Passive,5,,,,0.0439,,,,,,476
Bird,Tyrannus,tyrannus,Eastern kingbird,42.817,-118.9,1279,2009,Breeding,,Young care,Trap,Passive,5,,,,0.1,,,,,,476
Bird,Tyrannus,tyrannus,Eastern kingbird,42.817,-118.9,1279,2009,Breeding,,Young care,Trap,Passive,5,,,,0.12,,,,,,476
Bird,Tyrannus,tyrannus,Eastern kingbird,42.817,-118.9,1279,2009,Breeding,,Laying,Trap,Passive,5,,,,0.22,,,,,,476
Bird,Tyrannus,tyrannus,Eastern kingbird,42.817,-118.9,1279,2009,Breeding,,Prebreeding,Trap,Passive,5,,,,0.32,,,,,,476
Bird,Tyrannus,tyrannus,Eastern kingbird,42.817,-118.9,1279,2009,Breeding,,Incubation,Trap,Passive,5,,,,0.32,,,,,,476
Bird,Tyrannus,tyrannus,Eastern kingbird,42.817,-118.9,1279,2009,Breeding,,,Trap,Passive,5,,,,0.353,,,,,,476
Bird,Tyrannus,tyrannus,Eastern kingbird,42.817,-118.9,1279,2009,Breeding,,,Trap,Passive,5,,,,0.365,,,,,,476
Bird,Tyrannus,tyrannus,Eastern kingbird,42.817,-118.9,1279,2009,Breeding,,Prebreeding,Trap,Passive,5,,,,0.52,,,,,,476
Bird,Passer,montanus,Eurasian tree sparrow,40.2072,116.5602,48,2011,,,,Trap,Active,3,,,,0.6059,,,,,,479
Bird,Passer,montanus,Eurasian tree sparrow,40.2072,116.5602,48,2011,,,,Trap,Active,3,,,,0.7024,,,,,,479
Bird,Passer,montanus,Eurasian tree sparrow,39.9095,116.3893,54,2011,,,,Trap,Active,3,,,,0.71,,,,,,479
Bird,Passer,montanus,Eurasian tree sparrow,39.9095,116.3893,54,2011,,,,Trap,Active,3,,,,0.7115,,,,,,479
Bird,Passer,montanus,Eurasian tree sparrow,40.2072,116.5602,48,2011,,,,Trap,Active,3,,,,0.7696,,,,,,479
Bird,Passer,montanus,Eurasian tree sparrow,39.9095,116.3893,54,2011,,,,Trap,Active,3,,,,0.894,,,,,,479
Bird,Passer,montanus,Eurasian tree sparrow,40.2072,116.5602,48,2011,,,,Trap,Active,3,,,,0.9085,,,,,,479
Bird,Passer,montanus,Eurasian tree sparrow,39.9095,116.3893,54,2011,,,,Trap,Active,3,,,,0.9115,,,,,,479
Bird,Passer,montanus,Eurasian tree sparrow,40.2072,116.5602,48,2011,,,,Trap,Active,3,,,,0.9364,,,,,,479
Bird,Passer,montanus,Eurasian tree sparrow,39.9095,116.3893,54,2011,,,,Trap,Active,3,,,,0.9787,,,,,,479
Bird,Passer,montanus,Eurasian tree sparrow,40.2072,116.5602,48,2011,,,,Trap,Active,3,,,,1.0545,,,,,,479
Bird,Passer,montanus,Eurasian tree sparrow,39.9095,116.3893,54,2011,,,,Trap,Active,3,,,,1.2485,,,,,,479
Bird,Passer,montanus,Eurasian tree sparrow,39.9095,116.3893,54,2011,,,,Trap,Active,3,,,,1.4014,,,,,,479
Bird,Passer,montanus,Eurasian tree sparrow,39.9095,116.3893,54,2011,,,,Trap,Active,3,,,,1.4751,,,,,,479
Bird,Passer,montanus,Eurasian tree sparrow,40.2072,116.5602,48,2011,,,,Trap,Active,3,,,,1.7077,,,,,,479
Bird,Passer,montanus,Eurasian tree sparrow,40.2072,116.5602,48,2011,,,,Trap,Active,3,,,,1.8519,,,,,,479
Bird,Passer,montanus,Eurasian tree sparrow,40.2072,116.5602,48,2011,,,,Trap,Active,3,,,,2.1238,,,,,,479
Bird,Passer,montanus,Eurasian tree sparrow,39.9095,116.3893,54,2011,,,,Trap,Active,3,,,,2.1425,,,,,,479
Bird,Passer,montanus,Eurasian tree sparrow,39.9095,116.3893,54,2011,,,,Trap,Active,3,,,,2.3407,,,,,,479
Bird,Passer,montanus,Eurasian tree sparrow,40.2072,116.5602,48,2011,,,,Trap,Active,3,,,,2.8149,,,,,,479
Bird,Geothlypis,trichas,Common yellowthroat warbler,43.1735,-73.8888,250,2012,Breeding,,,Trap,Active,,,,,3.7,,,,,,481
Bird,Plocepasser,mahali,White-browed sparrow weaver,-13,31.5,598,1988,Breeding,,,Trap,Active,,,,,0.0858,0.3025,10.8755,20.386,,,319
Bird,Melospiza,melodia,Song sparrow,44.633,-76.33,125,2010,Breeding,,,Trap,Attractant,,3,30,,,,35.08,,121.27,,297
Bird,Peucaea,carpalis,Rufous-winged sparrow,31.49,-110.55,979,2012,Breeding,,Prebreeding,Trap,Attractant,,2,30,,,,13.9941,,43.4318,,185
Bird,Peucaea,carpalis,Rufous-winged sparrow,31.49,-110.55,979,2012,Breeding,Y,,Trap,Attractant,,2,30,,,,12.8351,,56.6954,,185
Bird,Peucaea,carpalis,Rufous-winged sparrow,31.49,-110.55,979,2012,Breeding,Y,,Trap,Attractant,,2,30,,,,11.5165,,45.4052,,185
Bird,Peucaea,carpalis,Rufous-winged sparrow,31.49,-110.55,979,2012,Nonbreeding,Y,Postbreeding,Trap,Attractant,,2,30,,,,12.1755,,25.9628,,185
Bird,Setophaga,petechia,Yellow warbler,58.617,-94.217,6,1999,Breeding,,Young care,Trap,Active,,3,30,,,,18,13.3,58.2,47.9,317
Bird,Setophaga,petechia,Yellow warbler,58.617,-94.217,6,1999,Breeding,,Incubation ,Trap,Active,,3,30,,,,,14.1,,53.6,317
Bird,Setophaga,petechia,Yellow warbler,39.4,-79.117,676,2001,Breeding,,Young care,Trap,Active,,3,30,,,,30.8,20.6,92.6,59.2,317
Bird,Setophaga,petechia,Yellow warbler,39.4,-79.117,676,2001,Breeding,,Incubation,Trap,Active,,3,30,,,,,28.3,,66.9,317
Bird,Melospiza,melodia,Song sparrow,48.5527,-123.0467,0,2002,Breeding,,,Trap,Active,,3,,,,,16.79,,,,290
Bird,Melospiza,melodia,Song sparrow,48.5527,-123.0467,0,2002,Nonbreeding,,,Trap,Active,,3,,,,,11.16,,,,290
Bird,Setophaga,petechia,Yellow warbler,58.617,-94.217,6,1999,Nonbreeding,,,Trap,Active,,3,30,,,,15.6,,95.3,,317
Bird,Setophaga,petechia,Yellow warbler,39.4,-79.117,676,2001,Nonbreeding,,,Trap,Active,,3,30,,,,25.8,,105,,317
Bird,Agelaius,phoeniceus,Red-winged blackbird,44.567,-76.325,130,2013,Breeding,N,Young care,Trap,Active,,3,,,,,,13.95,,,446
Bird,Agelaius,phoeniceus,Red-winged blackbird,44.567,-76.325,130,2013,Breeding,N,Incubation,Trap,Active,,3,,,,,,14.16,,,446
Bird,Passerina,cyanea,Indigo bunting,37.317,-91,275,2003,Breeding,N,Young care,Trap,Passive,,5,35,,,,,25.5451,,50.4721,413
Bird,Passerina,cyanea,Indigo bunting,37.317,-91,275,2003,Breeding,N,Young care,Trap,Passive,,5,35,,,,,27.1198,,53.288,413
Bird,Passerina,cyanea,Indigo bunting,39,-93.033,180,2003,Breeding,N,Young care,Trap,Passive,,5,35,habitat fragmentation,,,,27.3577,,53.288,413
Bird,Passerina,cyanea,Indigo bunting,37.317,-91,275,2003,Breeding,N,Young care,Trap,Passive,,5,35,,,,,31.3133,,56.8584,413
Bird,Agelaius,phoeniceus,Red-winged blackbird,44.567,-76.325,130,2014,Breeding,N,Incubation,Trap,Active,,3,,,,,,4.32,,,445
Bird,Agelaius,phoeniceus,Red-winged blackbird,44.567,-76.325,130,2015,Breeding,N,Incubation,Trap,Active,,3,,,,,,7.05,,,445
Bird,Spinus,tristis,American goldfinch,37.1333,-91.05,226,2001,,,,Trap,Attractant,,4,30,,,,15.5,12.2,42,35.9,314
Bird,Spinus,tristis,American goldfinch,47.7423,-121.9856,50,1997,Breeding,,,Trap,"Active, Attractant",,3,60,,,,6.26,5.89,37.87,24.51,34
Bird,Spinus,pinus,Pine siskin,47.7423,-121.9856,50,1997,Breeding,,,Trap,"Active, Attractant",,3,60,,,,7.48,9.85,44.14,30.9,34
Bird,Spinus,pinus,Pine siskin,47.7423,-121.9856,50,1996,Breeding,,,Trap,"Active, Attractant",,3,60,,,,13.35,11.51,49.78,39.29,34
Bird,Spinus,tristis,American goldfinch,47.7423,-121.9856,50,1996,Breeding,,,Trap,"Active, Attractant",,3,60,,,,11.31,13.36,41.12,22.28,34
Bird,Histrionicus,histrionicus,Harlequin duck,47.6833,-123,0,1997,Breeding,,"Incubation, Young care",Trap,Active,,3,30,,,,,6.4,,34.58,292
Bird,Histrionicus,histrionicus,Harlequin duck,47.6833,-123,0,1997,Breeding,,"Prebreeding, Laying, Incubation",Trap,Active,,3,30,,,,9.9,7.8,45.5,23.11,292
Bird,Calcarius,ornatus,Chestnut-collared longspur,47.667,-111.45,1104,1998,Breeding,,"Incubation, Young care",Trap,Active,,3,30,,,,5.8776,4.898,16.7755,17.7551,100
Bird,Calcarius,mccownii,McCown's longspur,47.533,-112.45,1261,1998,Breeding,,"Incubation, Young care",Trap,"Active, Attractant",,3,30,,,,5.1938,5.9672,12.3822,13.3001,100
